Filament,Productionline,Manufacturer,Model,Source,PrintTempFirstLayer (ºC),PrintTempOtherLayers (ºC),BedTempFrstLay (ºC),BedTempOthLay (ºC),EnclTempFrstLay (ºC),EnclTempOthLay (ºC),ExtrMultiplier,PressAdvaEnab,PressAdv,SmthTime,Cooling,FanSpeedMin,FanSpeedMax,BridgesFanSpeed,ChamberAuxFanSpd,DisFanFirstLayers,FllFanSpeedAt,MaxVolSpeed (mm^3/s),RetrLengt (mm),RetrSpd (mm/s),DeRetrtSpd (mm/s),RecommSpsMax (mm/s),RecommSpsMax
Hatchbox,PETG,Prusa,Original Prusa i3 MK2,Review,300,290,438,428,374,320,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,TPU,Prusa,Original Prusa i3 MK2S,Review,300,290,439,429,375,321,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Wood PLA,Prusa,Original Prusa i3 MK2.5,Review,300,290,440,430,376,322,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Flexible TPU,AnkerMake,M5,Review,301,291,441,431,377,323,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PETG-CF,AnkerMake,M5C,Review,301,291,443,433,378,323,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,ABS-CF,Anycubic,Kobra 2,Review,301,291,444,434,379,324,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,HIPS,Anycubic,Kobra 2 Max,Review,301,291,445,435,380,325,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PVA,Anycubic,Kobra 2 Neo,Review,302,292,446,436,381,326,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Nylon,Anycubic,Kobra 2 Plus,Review,302,292,447,437,382,327,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,ASA,Anycubic,Kobra 2 Pro,Review,302,292,448,438,383,328,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PC,COMGROW,T500,Review,302,292,450,440,384,328,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PLA Silk,Creality,CR-10 Max,Review,303,293,451,441,385,329,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PLA Glow in the Dark,Creality,CR-10 SE,Review,303,293,452,442,386,330,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Conductive PLA,Creality,CR-10 Smart Pro,Review,303,293,453,443,387,331,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Marble PLA,Creality,CR-200B Pro,Review,303,293,454,444,388,332,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Bronze PLA,Creality,CR-3040 Pro,Review,304,294,455,445,389,333,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Copper PLA,Creality,CR-5 Pro High-​Temp,Review,304,294,456,446,390,334,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Wood Filament (Mixed),Creality,CR-​M4,Review,304,294,458,448,391,334,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Silver PLA,Creality,CR-10 V3,Review,304,294,459,449,392,335,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Gold PLA,Creality,CR-10 Max,Review,305,295,460,450,393,336,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,White PLA,Creality,CR-10 SE,Review,305,295,461,451,394,337,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Black PLA,Creality,CR-10 Smart Pro,Review,305,295,462,452,395,338,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,PLA,Creality,CR-200B Pro,Review,305,295,463,453,396,339,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,ABS,Creality,CR-3040 Pro,Review,306,296,464,454,397,340,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,PETG,Creality,CR-5 Pro High-​Temp,Review,306,296,466,456,398,340,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,TPU,Creality,CR-​M4,Review,306,296,467,457,399,341,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,PVA,Elegoo,Neptune 3 Max,Review,306,296,468,458,400,342,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,HIPS,Elegoo,Neptune 3 Plus,Review,307,297,469,459,401,343,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,PLA+,Elegoo,Neptune 3 Pro,Review,307,297,470,460,402,344,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,ePC,Elegoo,Neptune 4,Review,307,297,471,461,403,345,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eFlex,Elegoo,Neptune 4 Max,Review,307,297,473,463,404,345,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eLastic,Elegoo,Neptune 4 Plus,Review,308,298,474,464,405,346,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,ePA,Elegoo,Neptune 4 Pro,Review,308,298,475,465,406,347,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eCopper,FlashForge,Adventurer 3,Review,308,298,476,466,407,348,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eAlfill,FlashForge,Adventurer 3 Pro,Review,308,298,477,467,408,349,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eSilk-PLA,FlashForge,Adventurer 4,Review,308,298,478,468,409,350,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eMarble-PLA,FlashForge,Adventurer 4 Pro,Review,309,299,479,469,410,351,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eWood-PLA,FlashForge,Creator 3 Pro,Review,309,299,481,471,411,351,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eCopper-PLA,FlashForge,Guider 3,Review,309,299,482,472,412,352,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,eLastic,FLSUN,Super Racer,Review,309,299,483,473,413,353,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,ePA-CF,FLSUN,V400,Review,310,300,484,474,414,354,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
eSUN,ePA-GF,FLSUN,Q5,Review,310,300,485,475,415,355,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,PLA,LDO Motors,Voron 2.4 300,Review,310,300,486,476,416,356,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,ABS,LDO Motors,Voron 2.4 350,Review,310,300,488,478,417,356,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,PETG,LDO Motors,Voron Trident 250,Review,311,301,489,479,418,357,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,TPU,LDO Motors,Voron Trident 300,Review,311,301,490,480,419,358,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,HIPS,LDO Motors,Voron V0-S1,Review,311,301,491,481,420,359,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,PVA,LDO Motors,Voron V0.2-S1,Review,311,301,492,482,421,360,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,Wood PLA,MINGDA,Magician Max,Review,312,302,493,483,422,361,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,Carbon Fiber PLA,MINGDA,Magician Pro,Review,312,302,494,484,423,362,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,Silk PLA,MINGDA,Magician X2,Review,312,302,496,486,424,362,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,Glow in the Dark PLA,Qidi Tech,i-Fast,Review,312,302,497,487,425,363,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,Flexible TPU,Qidi Tech,X-CF Pro,Review,313,303,498,488,426,364,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,Marble PLA,Qidi Tech,X-Max 3,Review,313,303,499,489,427,365,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,Bronze PLA,Qidi Tech,X-Plus 3,Review,313,303,500,490,428,366,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
AMZ3D,Copper PLA,Qidi Tech,X-Smart 3,Review,313,303,501,491,429,367,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PLA,Snapmaker,Artisan,Review,314,304,502,492,430,368,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,ABS,Snapmaker,Artisan 3D Drucker,Review,314,304,504,494,431,368,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PETG,Snapmaker,J1,Review,314,304,505,495,432,369,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,TPU,Snapmaker,J1s,Review,314,304,506,496,433,370,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PC,Snapmaker,Snapmaker 2.0,Review,315,305,507,497,434,371,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,ASA,Snapmaker,SV01 Pro,Review,315,305,508,498,435,372,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PVA,Sovol,SV04,Review,315,305,509,499,436,373,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolyWood,Sovol,SV06,Review,315,305,511,501,437,373,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolyMide,Sovol,SV06 Plus,Review,316,306,512,502,438,374,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolyMax,Sovol,SV07,Review,316,306,513,503,439,375,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolyLite,Zortrax,M200 Plus,Review,316,306,514,504,440,376,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolyFlex,Zortrax,M300 Dual,Review,316,306,515,505,441,377,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolySupport,Ultimaker,Ultimaker S5 Pro Bundle,Review,316,306,516,506,442,378,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolySmooth,Ultimaker,Ultimaker S5,Review,317,307,517,507,443,379,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolyCast,Ultimaker,Ultimaker S3,Review,317,307,519,509,444,379,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Polymaker,PolyDissolve,Ultimaker,Ultimaker 2+ Connect,Review,317,307,520,510,445,380,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,PLA,Ultimaker,Ultimaker 2 Extended+,Review,317,307,521,511,446,381,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,ABS,Ultimaker,Ultimaker 2+,Review,318,308,522,512,447,382,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,PETG,Ultimaker,Ultimaker Original+,Review,318,308,523,513,448,383,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,XT,Ultimaker,Ultimaker 3,Review,318,308,524,514,449,384,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,NGEN,Prusa,Original Prusa i3 MK3,Review,318,308,526,516,450,384,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,nGen Flex,Prusa,Original Prusa i3 MK3S,Review,319,309,527,517,451,385,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,PA,Prusa,Original Prusa i3 MK3S+,Review,319,309,528,518,452,386,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,HT,Prusa,Original Prusa Mini,Review,319,309,529,519,453,387,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,XT-CF20,Prusa,Original Prusa i3 MK2,Review,319,309,530,520,454,388,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,HT Max,Prusa,Original Prusa i3 MK2S,Review,320,310,531,521,455,389,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,LW-PLA,Prusa,Original Prusa i3 MK2.5,Review,320,310,532,522,456,390,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,PLA/PHA,AnkerMake,M5,Review,320,310,534,524,457,390,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,WoodFill,AnkerMake,M5C,Review,320,310,535,525,458,391,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,CorkFill,Anycubic,Kobra 2,Review,321,311,536,526,459,392,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,Bronzefill,Anycubic,Kobra 2 Max,Review,321,311,537,527,460,393,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,CopperFill,Anycubic,Kobra 2 Neo,Review,321,311,538,528,461,394,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,BrassFill,Anycubic,Kobra 2 Plus,Review,321,311,539,529,462,395,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,GlowFill,Anycubic,Kobra 2 Pro,Review,322,312,540,530,463,396,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,Green-TEC,COMGROW,T500,Review,322,312,542,532,464,396,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
ColorFabb,Ultrafuse ASA,Creality,CR-10 Max,Review,322,312,543,533,465,397,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,PLA,Creality,CR-10 SE,Review,322,312,544,534,466,398,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,HTPLA,Creality,CR-10 Smart Pro,Review,323,313,545,535,467,399,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Matte Fiber HTPLA,Creality,CR-200B Pro,Review,323,313,546,536,468,400,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Carbon Fiber PLA,Creality,CR-3040 Pro,Review,323,313,547,537,469,401,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Stainless Steel PLA,Creality,CR-5 Pro High-​Temp,Review,323,313,549,539,470,401,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Iron PLA,Creality,CR-​M4,Review,324,314,550,540,471,402,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Magnetic Iron PLA,Creality,CR-10 V3,Review,324,314,551,541,472,403,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Aromatic Coffee HTPLA,Creality,CR-10 Max,Review,324,314,552,542,473,404,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Aromatic Pine HTPLA,Creality,CR-10 SE,Review,324,314,553,543,474,405,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Aromatic Basil HTPLA,Creality,CR-10 Smart Pro,Review,324,314,554,544,475,406,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Aromatic Lavender HTPLA,Creality,CR-200B Pro,Review,325,315,555,545,476,407,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Aromatic Eucalyptus HTPLA,Creality,CR-3040 Pro,Review,325,315,557,547,477,407,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Aromatic Cinnamon HTPLA,Creality,CR-5 Pro High-​Temp,Review,325,315,558,548,478,408,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Aromatic Peppermint HTPLA,Creality,CR-​M4,Review,325,315,559,549,479,409,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Polycarbonate-ABS Alloy,Elegoo,Neptune 3 Max,Review,326,316,560,550,480,410,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Polycarbonate-ABS Alloy Carbon Fiber,Elegoo,Neptune 3 Plus,Review,326,316,561,551,481,411,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Crystal Clear PLA,Elegoo,Neptune 3 Pro,Review,326,316,562,552,482,412,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Glitter Flake HTPLA,Elegoo,Neptune 4,Review,326,316,564,554,483,412,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,Galactic Empire Imperial Gray HTPLA,Elegoo,Neptune 4 Max,Review,327,317,565,555,484,413,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Proto-Pasta,The Original Carbon Fiber PLA,Elegoo,Neptune 4 Plus,Review,327,317,566,556,485,414,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series PLA,Elegoo,Neptune 4 Pro,Review,327,317,567,557,486,415,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series PETG,FlashForge,Adventurer 3,Review,327,317,568,558,487,416,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series ABS,FlashForge,Adventurer 3 Pro,Review,328,318,569,559,488,417,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series PRO Series PLA,FlashForge,Adventurer 4,Review,328,318,570,560,489,418,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series PRO Series PETG,FlashForge,Adventurer 4 Pro,Review,328,318,572,562,490,418,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Nylon,FlashForge,Creator 3 Pro,Review,328,318,573,563,491,419,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Flexible TPU,FlashForge,Guider 3,Review,329,319,574,564,492,420,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series PVA,FLSUN,Super Racer,Review,329,319,575,565,493,421,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series HIPS,FLSUN,V400,Review,329,319,576,566,494,422,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series ASA,FLSUN,Q5,Review,329,319,577,567,495,423,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series PC ,LDO Motors,Voron 2.4 300,Review,330,320,578,568,496,424,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series CF-Nylon (Carbon Fiber Nylon),LDO Motors,Voron 2.4 350,Review,330,320,580,570,497,424,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Fiberglass PETG,LDO Motors,Voron Trident 250,Review,330,320,581,571,498,425,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Gypsum-PHA (PLA with gypsum),LDO Motors,Voron Trident 300,Review,330,320,582,572,499,426,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Multicolor PLA,LDO Motors,Voron V0-S1,Review,331,321,583,573,500,427,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Wood PLA,LDO Motors,Voron V0.2-S1,Review,331,321,584,574,501,428,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Color Changing PLA,MINGDA,Magician Max,Review,331,321,585,575,502,429,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Pro ABS,MINGDA,Magician Pro,Review,331,321,587,577,503,429,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Pro ABS-R,MINGDA,Magician X2,Review,332,322,588,578,504,430,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Pro PETG,Qidi Tech,i-Fast,Review,332,322,589,579,505,431,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
MatterHackers,MH Build Series Pro Flex (Flexible TPU),Qidi Tech,X-CF Pro,Review,332,322,590,580,506,432,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,EasyFil PLA,Qidi Tech,X-Max 3,Review,332,322,591,581,507,433,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,EasyFil ABS,Qidi Tech,X-Plus 3,Review,332,322,592,582,508,434,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,HDglass PETG,Qidi Tech,X-Smart 3,Review,333,323,593,583,509,435,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,TitanX ABS,Snapmaker,Artisan,Review,333,323,595,585,510,435,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,ApolloX ASA,Snapmaker,Artisan 3D Drucker,Review,333,323,596,586,511,436,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,FlexiFil TPU,Snapmaker,J1,Review,333,323,597,587,512,437,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,Volcano PLA,Snapmaker,J1s,Review,334,324,598,588,513,438,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,StoneFil,Snapmaker,Snapmaker 2.0,Review,334,324,599,589,514,439,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,MetalFil,Snapmaker,SV01 Pro,Review,334,324,600,590,515,440,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,CarbonFil,Sovol,SV04,Review,334,324,602,592,516,440,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,WoodFil,Sovol,SV06,Review,335,325,603,593,517,441,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,PEEK,Sovol,SV06 Plus,Review,335,325,604,594,518,442,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,PC-ABS,Sovol,SV07,Review,335,325,605,595,519,443,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,PCTG,Zortrax,M200 Plus,Review,335,325,606,596,520,444,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,PolyDissolve,Zortrax,M300 Dual,Review,336,326,607,597,521,445,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,EasyCork,Ultimaker,Ultimaker S5 Pro Bundle,Review,336,326,608,598,522,446,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,EasyWood,Ultimaker,Ultimaker S5,Review,336,326,610,600,523,446,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,EasyMarble,Ultimaker,Ultimaker S3,Review,336,326,611,601,524,447,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,EasyCarbon,Ultimaker,Ultimaker 2+ Connect,Review,337,327,612,602,525,448,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formfutura,ReForm,Ultimaker,Ultimaker 2 Extended+,Review,337,327,613,603,526,449,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,PLA,Ultimaker,Ultimaker 2+,Review,337,327,614,604,527,450,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,PETG,Ultimaker,Ultimaker Original+,Review,337,327,615,605,528,451,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,TPU,Ultimaker,Ultimaker 3,Review,338,328,616,606,529,452,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Silk PLA,Prusa,Original Prusa i3 MK3,Review,338,328,618,608,530,452,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Marble PLA,Prusa,Original Prusa i3 MK3S,Review,338,328,619,609,531,453,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Wood PLA,Prusa,Original Prusa i3 MK3S+,Review,338,328,620,610,532,454,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Carbon Fiber PLA,Prusa,Original Prusa Mini,Review,339,329,621,611,533,455,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Rainbow PLA (Multi-Color PLA),Prusa,Original Prusa i3 MK2,Review,339,329,622,612,534,456,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Flex TPU,Prusa,Original Prusa i3 MK2S,Review,339,329,623,613,535,457,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Glitter PLA,Prusa,Original Prusa i3 MK2.5,Review,339,329,625,615,536,457,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Copper PLA,M5C,,Review,340,330,626,616,537,458,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Bronze PLA,Kobra 2,,Review,340,330,627,617,538,459,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
